,filename,age,gender,race,age_range,num_haircuts_life,has_tiktok,remembers_disco,uses_skincare,max_annual_earnings
109,10_0_4_20170104010810728.jpg.chip.jpg,10,male,other,0-19,92,no,no,no,1882.396284664258
110,10_1_0_20161220222001459.jpg.chip.jpg,10,female,white,0-19,34,no,no,no,3093.087430594605
111,10_1_0_20170103175323250.jpg.chip.jpg,10,female,white,0-19,84,yes,no,yes,1277.860180408382
112,10_1_0_20170103200654246.jpg.chip.jpg,10,female,white,0-19,27,no,no,no,2393.5596601852517
113,10_1_0_20170109201728056.jpg.chip.jpg,10,female,white,0-19,93,yes,no,no,3181.849842190653
114,10_1_0_20170109202251032.jpg.chip.jpg,10,female,white,0-19,46,yes,no,yes,1549.9993492403098
115,10_1_0_20170109202346880.jpg.chip.jpg,10,female,white,0-19,62,no,no,no,1152.1101544746973
116,10_1_0_20170109203218966.jpg.chip.jpg,10,female,white,0-19,81,yes,no,no,2817.928139029692
117,10_1_0_20170109203245653.jpg.chip.jpg,10,female,white,0-19,69,no,no,no,979.704731038608
118,10_1_0_20170109203357787.jpg.chip.jpg,10,female,white,0-19,84,no,no,no,2846.130266765546
119,10_1_0_20170109203427416.jpg.chip.jpg,10,female,white,0-19,13,no,no,no,2091.960418161536
120,10_1_0_20170109203438428.jpg.chip.jpg,10,female,white,0-19,39,yes,no,no,1494.633181036245
121,10_1_0_20170109203501969.jpg.chip.jpg,10,female,white,0-19,59,yes,no,yes,2859.822997824382
122,10_1_0_20170109203512075.jpg.chip.jpg,10,female,white,0-19,87,yes,no,no,2676.9579596570106
123,10_1_0_20170109203556029.jpg.chip.jpg,10,female,white,0-19,62,no,no,yes,2669.8220452480978
124,10_1_0_20170109203608654.jpg.chip.jpg,10,female,white,0-19,75,no,no,no,1588.0316636691978
125,10_1_0_20170109203642966.jpg.chip.jpg,10,female,white,0-19,65,yes,no,yes,1951.143527864216
126,10_1_0_20170109203653735.jpg.chip.jpg,10,female,white,0-19,38,no,no,yes,1963.36918372663
127,10_1_0_20170109203759972.jpg.chip.jpg,10,female,white,0-19,71,no,no,no,3503.2136942794327
128,10_1_0_20170109203905538.jpg.chip.jpg,10,female,white,0-19,95,yes,no,no,2814.165345507486
129,10_1_0_20170109203917216.jpg.chip.jpg,10,female,white,0-19,22,no,no,yes,2718.6346682974695
130,10_1_0_20170109203924076.jpg.chip.jpg,10,female,white,0-19,51,yes,no,no,1667.6136080889835
131,10_1_0_20170109204148144.jpg.chip.jpg,10,female,white,0-19,46,yes,no,no,1746.2799134932447
132,10_1_0_20170109204244904.jpg.chip.jpg,10,female,white,0-19,54,yes,no,no,2505.9638277687664
133,10_1_0_20170109204255055.jpg.chip.jpg,10,female,white,0-19,52,no,no,yes,1841.5493543054204
134,10_1_0_20170109204259563.jpg.chip.jpg,10,female,white,0-19,71,no,no,yes,1638.495822460203
135,10_1_0_20170109204338404.jpg.chip.jpg,10,female,white,0-19,66,no,no,no,2183.1431351228393
136,10_1_0_20170109204422889.jpg.chip.jpg,10,female,white,0-19,69,yes,no,no,1987.7585816782687
137,10_1_0_20170109204435809.jpg.chip.jpg,10,female,white,0-19,72,no,no,no,3313.5678377373056
138,10_1_0_20170109204502951.jpg.chip.jpg,10,female,white,0-19,67,no,no,yes,2822.871273073253
139,10_1_0_20170109204617417.jpg.chip.jpg,10,female,white,0-19,50,no,no,no,1831.217650542733
140,10_1_0_20170109204746535.jpg.chip.jpg,10,female,white,0-19,76,no,no,yes,2382.164921366089
141,10_1_0_20170109204844109.jpg.chip.jpg,10,female,white,0-19,64,yes,no,no,2933.2547673566737
142,10_1_0_20170109204859493.jpg.chip.jpg,10,female,white,0-19,81,yes,no,no,2027.6403828576933
143,10_1_0_20170109204931156.jpg.chip.jpg,10,female,white,0-19,51,no,no,yes,1861.988401507344
144,10_1_0_20170109205003280.jpg.chip.jpg,10,female,white,0-19,59,no,no,no,2183.2954838739624
145,10_1_0_20170109205134282.jpg.chip.jpg,10,female,white,0-19,40,no,no,no,2590.380139070852
146,10_1_0_20170109205141310.jpg.chip.jpg,10,female,white,0-19,53,no,no,yes,3128.1458310296907
147,10_1_0_20170109205208368.jpg.chip.jpg,10,female,white,0-19,37,no,no,yes,3141.6020126791323
148,10_1_0_20170110220649364.jpg.chip.jpg,10,female,white,0-19,54,yes,no,no,1535.2806646353588
149,10_1_1_20170109202938302.jpg.chip.jpg,10,female,black,0-19,62,no,no,no,2760.2593973089947
150,10_1_1_20170109203348828.jpg.chip.jpg,10,female,black,0-19,31,yes,no,no,2393.0563123643674
151,10_1_1_20170109203520178.jpg.chip.jpg,10,female,black,0-19,101,yes,no,no,2369.458093550353
152,10_1_1_20170109203522559.jpg.chip.jpg,10,female,black,0-19,55,yes,no,no,2630.384001852629
153,10_1_1_20170109204636561.jpg.chip.jpg,10,female,black,0-19,72,no,no,no,3013.0719031013305
154,10_1_1_20170110225155603.jpg.chip.jpg,10,female,black,0-19,71,no,no,no,1741.7361200517573
155,10_1_1_20170116225209209.jpg.chip.jpg,10,female,black,0-19,44,yes,no,no,2579.314713340488
156,10_1_1_20170117134313205.jpg.chip.jpg,10,female,black,0-19,61,no,no,no,3301.744621614159
157,10_1_2_20170103201007646.jpg.chip.jpg,10,female,asian,0-19,94,yes,no,yes,2700.1874540984504
158,10_1_2_20170104005417671.jpg.chip.jpg,10,female,asian,0-19,67,yes,no,no,3383.626238660311
159,10_1_2_20170109201545634.jpg.chip.jpg,10,female,asian,0-19,69,no,no,no,2804.6206716044035
160,10_1_2_20170109205037024.jpg.chip.jpg,10,female,asian,0-19,71,yes,no,no,3010.9622879121325
161,10_1_2_20170116175840105.jpg.chip.jpg,10,female,asian,0-19,72,no,no,no,1770.8619829838726
162,10_1_3_20170104221633430.jpg.chip.jpg,10,female,indian,0-19,35,no,no,no,2546.8741558088186
163,10_1_3_20170104221645430.jpg.chip.jpg,10,female,indian,0-19,72,yes,no,no,3108.149967629201
164,10_1_3_20170104221711437.jpg.chip.jpg,10,female,indian,0-19,57,no,no,no,2713.475545171137
165,10_1_3_20170109203848078.jpg.chip.jpg,10,female,indian,0-19,55,yes,no,no,2778.6599926305908
166,10_1_3_20170109205323078.jpg.chip.jpg,10,female,indian,0-19,51,no,no,no,2528.415164965914
167,10_1_3_20170112211048149.jpg.chip.jpg,10,female,indian,0-19,17,yes,no,no,2517.835421317849
168,10_1_3_20170117144247699.jpg.chip.jpg,10,female,indian,0-19,65,yes,no,no,2895.2474672473845
169,10_1_3_20170119150820222.jpg.chip.jpg,10,female,indian,0-19,70,no,no,no,2383.891059007737
170,10_1_4_20161223225854867.jpg.chip.jpg,10,female,other,0-19,51,yes,no,no,2315.5096278318456
171,10_1_4_20161223225900460.jpg.chip.jpg,10,female,other,0-19,43,no,no,no,1289.3208316044813
172,10_1_4_20170103200950879.jpg.chip.jpg,10,female,other,0-19,73,no,no,no,2472.9793712757937
173,10_1_4_20170104005649671.jpg.chip.jpg,10,female,other,0-19,52,no,no,no,1612.3349721191792
174,10_1_4_20170117195152197.jpg.chip.jpg,10,female,other,0-19,32,no,no,no,1950.4899448097553
175,110_0_0_20170112213500903.jpg.chip.jpg,110,male,white,100-119,509,no,yes,no,411170.5182941903
176,110_0_2_20170112223734562.jpg.chip.jpg,110,male,asian,100-119,667,no,no,no,449347.9523105848
177,110_1_0_20170120134701015.jpg.chip.jpg,110,female,white,100-119,564,yes,no,no,469059.8774076444
178,110_1_1_20170110155201038.jpg.chip.jpg,110,female,black,100-119,622,yes,no,no,337071.77359463926
179,110_1_3_20170110155139762.jpg.chip.jpg,110,female,indian,100-119,577,yes,no,no,313236.20752069226
180,111_1_0_20170120134646399.jpg.chip.jpg,111,female,white,100-119,484,no,no,no,467065.3799584118
181,115_1_0_20170120134725990.jpg.chip.jpg,115,female,white,100-119,709,no,no,no,448963.44923667726
182,115_1_0_20170120134725991.jpg.chip.jpg,115,female,white,100-119,685,no,yes,no,294485.81311208004
183,115_1_1_20170112213257263.jpg.chip.jpg,115,female,black,100-119,745,no,no,no,320187.40912926587
184,116_1_0_20170112213001988.jpg.chip.jpg,116,female,white,100-119,733,yes,no,no,480201.1616406088
185,116_1_0_20170120134921760.jpg.chip.jpg,116,female,white,100-119,686,no,yes,no,583678.8008644499
186,116_1_2_20170112220255503.jpg.chip.jpg,116,female,asian,100-119,642,no,no,no,482755.3239229764
187,116_1_3_20170120134744096.jpg.chip.jpg,116,female,indian,100-119,677,yes,no,no,438540.18407008774
188,11_0_0_20170103200509559.jpg.chip.jpg,11,male,white,0-19,24,no,no,no,2924.177290818954
189,11_0_0_20170103200824775.jpg.chip.jpg,11,male,white,0-19,101,yes,no,yes,3158.181137537668
190,11_0_0_20170104012556563.jpg.chip.jpg,11,male,white,0-19,60,no,no,yes,3044.803102747266
191,11_0_0_20170110220408722.jpg.chip.jpg,11,male,white,0-19,96,no,no,no,2041.3265234792927
192,11_0_0_20170110220453002.jpg.chip.jpg,11,male,white,0-19,67,no,no,yes,2260.2647969787067
193,11_0_0_20170110220500946.jpg.chip.jpg,11,male,white,0-19,53,yes,no,no,2596.3030533514066
194,11_0_0_20170110220518578.jpg.chip.jpg,11,male,white,0-19,69,no,no,no,2321.795425047855
195,11_0_0_20170110220657089.jpg.chip.jpg,11,male,white,0-19,94,no,no,no,3567.79686056509
196,11_0_0_20170110220710576.jpg.chip.jpg,11,male,white,0-19,87,no,no,no,2393.8174258619215
197,11_0_0_20170110224233654.jpg.chip.jpg,11,male,white,0-19,69,no,no,no,1215.7523229692877
198,11_0_0_20170110224340941.jpg.chip.jpg,11,male,white,0-19,44,no,no,yes,1646.3685625630287
199,11_0_0_20170110224408700.jpg.chip.jpg,11,male,white,0-19,57,yes,no,yes,2248.760128869703
200,11_0_0_20170110224505551.jpg.chip.jpg,11,male,white,0-19,98,no,no,no,2614.181034036236
201,11_0_0_20170110224606036.jpg.chip.jpg,11,male,white,0-19,47,no,no,no,2740.490922929427
202,11_0_0_20170110224742037.jpg.chip.jpg,11,male,white,0-19,49,yes,no,no,2467.1859175650925
203,11_0_0_20170110224755272.jpg.chip.jpg,11,male,white,0-19,108,no,no,yes,1863.6130726252322
204,11_0_0_20170110225254975.jpg.chip.jpg,11,male,white,0-19,76,no,no,no,3884.916733818792
205,11_0_0_20170110225327724.jpg.chip.jpg,11,male,white,0-19,76,yes,no,yes,940.579575047339
206,11_0_0_20170110225435539.jpg.chip.jpg,11,male,white,0-19,82,no,no,no,2646.395690458988
207,11_0_0_20170110225459361.jpg.chip.jpg,11,male,white,0-19,66,no,no,no,3704.3199158300854
208,11_0_0_20170110232511893.jpg.chip.jpg,11,male,white,0-19,53,no,no,no,1313.7736348954218
209,11_0_1_20170103201136230.jpg.chip.jpg,11,male,black,0-19,95,no,no,no,2422.6503066878445
210,11_0_2_20170103200847287.jpg.chip.jpg,11,male,asian,0-19,37,yes,no,no,2639.4910542500284
211,11_0_3_20170104013250186.jpg.chip.jpg,11,male,indian,0-19,73,no,no,no,2447.005708221605
212,11_0_3_20170104230222352.jpg.chip.jpg,11,male,indian,0-19,55,no,no,yes,3023.920208290422
213,11_0_4_20170103200621488.jpg.chip.jpg,11,male,other,0-19,38,no,no,no,2824.62520569004
214,11_1_0_20170103200517422.jpg.chip.jpg,11,female,white,0-19,105,no,no,no,3298.8867711539524
215,11_1_0_20170109203319557.jpg.chip.jpg,11,female,white,0-19,73,no,no,yes,2682.6418724656246
216,11_1_0_20170109203327397.jpg.chip.jpg,11,female,white,0-19,19,no,no,no,2061.1526860485887
217,11_1_0_20170109203353740.jpg.chip.jpg,11,female,white,0-19,87,no,no,no,2472.0233483275724
218,11_1_0_20170109203400684.jpg.chip.jpg,11,female,white,0-19,55,yes,no,no,2010.2571939573063
219,11_1_0_20170109203422194.jpg.chip.jpg,11,female,white,0-19,55,no,no,no,3353.5075564958233
220,11_1_0_20170109203919852.jpg.chip.jpg,11,female,white,0-19,42,no,no,no,3190.5462578809706
221,11_1_0_20170109204030951.jpg.chip.jpg,11,female,white,0-19,69,yes,no,yes,2651.030949476388
222,11_1_0_20170109204123358.jpg.chip.jpg,11,female,white,0-19,96,no,no,no,2738.613064275653
223,11_1_0_20170109204523092.jpg.chip.jpg,11,female,white,0-19,51,no,no,yes,3587.1795239674743
224,11_1_0_20170109204546617.jpg.chip.jpg,11,female,white,0-19,48,no,no,no,1170.2777939982038
225,11_1_0_20170109204611305.jpg.chip.jpg,11,female,white,0-19,65,no,no,no,2077.194583835227
226,11_1_0_20170109204614249.jpg.chip.jpg,11,female,white,0-19,49,yes,no,no,3071.5630360339796
227,11_1_0_20170109204641514.jpg.chip.jpg,11,female,white,0-19,66,yes,no,no,2361.4678596997637
228,11_1_0_20170109204833458.jpg.chip.jpg,11,female,white,0-19,59,yes,no,no,2005.473206747456
229,11_1_0_20170109204927071.jpg.chip.jpg,11,female,white,0-19,36,no,no,no,2412.0398930615934
230,11_1_0_20170109205013531.jpg.chip.jpg,11,female,white,0-19,23,yes,no,no,2407.7551217420596
231,11_1_0_20170109205122664.jpg.chip.jpg,11,female,white,0-19,86,yes,no,no,2993.0672007091634
232,11_1_0_20170109205125500.jpg.chip.jpg,11,female,white,0-19,76,yes,no,yes,2546.7179420854477
233,11_1_0_20170109205136852.jpg.chip.jpg,11,female,white,0-19,85,yes,no,no,3089.4340129423395
234,11_1_0_20170109205211093.jpg.chip.jpg,11,female,white,0-19,63,no,no,no,2763.110610600736
235,11_1_0_20170109205214234.jpg.chip.jpg,11,female,white,0-19,70,no,no,no,2652.3180290173423
236,11_1_0_20170109205216790.jpg.chip.jpg,11,female,white,0-19,63,no,no,no,2542.452199187598
237,11_1_0_20170109205247087.jpg.chip.jpg,11,female,white,0-19,85,no,no,no,2369.6151477619987
238,11_1_0_20170109205438571.jpg.chip.jpg,11,female,white,0-19,69,no,no,no,2512.7964067337116
239,11_1_0_20170109205441860.jpg.chip.jpg,11,female,white,0-19,52,no,no,yes,2444.8510241050194
240,11_1_0_20170110224810583.jpg.chip.jpg,11,female,white,0-19,83,no,no,no,2417.255519730636
241,11_1_0_20170117133441179.jpg.chip.jpg,11,female,white,0-19,93,no,no,no,2620.5627425678763
242,11_1_1_20170109203712835.jpg.chip.jpg,11,female,black,0-19,29,yes,no,no,2796.2030170098164
243,11_1_1_20170114033545468.jpg.chip.jpg,11,female,black,0-19,70,yes,no,yes,2177.1580066065785
244,11_1_2_20170104005111615.jpg.chip.jpg,11,female,asian,0-19,85,no,no,no,1930.4781523045883
245,11_1_3_20170104222911112.jpg.chip.jpg,11,female,indian,0-19,82,yes,no,yes,1842.5517933064184
246,11_1_3_20170104223632543.jpg.chip.jpg,11,female,indian,0-19,81,no,no,no,2437.7704529027583
247,11_1_4_20161223225953124.jpg.chip.jpg,11,female,other,0-19,69,no,no,no,3663.879858396717
248,11_1_4_20170103201747167.jpg.chip.jpg,11,female,other,0-19,74,no,no,yes,3113.9328069571166
249,11_1_4_20170103212554964.jpg.chip.jpg,11,female,other,0-19,70,no,no,no,2642.8579980277486
250,11_1_4_20170103233340363.jpg.chip.jpg,11,female,other,0-19,48,yes,no,no,2326.2179154190712
251,11_1_4_20170104005813063.jpg.chip.jpg,11,female,other,0-19,54,no,no,no,2812.8428130729167
252,11_1_4_20170109201611941.jpg.chip.jpg,11,female,other,0-19,77,no,no,yes,2281.1827963623446
253,12_0_0_20170103200900511.jpg.chip.jpg,12,male,white,0-19,134,yes,no,no,2909.319977048339
254,12_0_0_20170103201859385.jpg.chip.jpg,12,male,white,0-19,87,no,no,yes,1892.0358103597914
255,12_0_0_20170104013257914.jpg.chip.jpg,12,male,white,0-19,84,no,no,yes,2228.820903473576
256,12_0_0_20170109213205384.jpg.chip.jpg,12,male,white,0-19,75,yes,no,no,1707.9798088258551
257,12_0_0_20170110215606404.jpg.chip.jpg,12,male,white,0-19,48,no,no,no,2547.371765647908
258,12_0_0_20170110215739155.jpg.chip.jpg,12,male,white,0-19,41,no,no,yes,2263.2406467431274
259,12_0_0_20170110220108459.jpg.chip.jpg,12,male,white,0-19,105,no,no,no,2189.349687451251
260,12_0_0_20170110221819113.jpg.chip.jpg,12,male,white,0-19,83,no,no,no,3009.104397999653
